id,title,price,volume,type,alcohol,sweet,sour,body,cool,food,material,company,link,flavour_type
134,술아 순곡주,"36,000",375ml,약주,20,5,3,5,2,"맑은 소고기국, 미역국, 계란국","국내산 찹쌀, 누룩, 증류주, 정제수",술아원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013072034509_EAR5K1RIZ.jpg%2Ffe87_324_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
135,술아 연화주,"36,000",375ml,약주,15,5,3,4,2,연잎밥,"국내산 찹쌀, 누룩, 건조연화꽃, 증류주, 정제수",술아원,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013070614622_4BWJSH46I.jpg%2Ffe87_322_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,44
136,신선주,"19,000",750ml,약주,16,3,3,2,2,불고기,"쌀, 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼",용두산조은술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522203318221_7VH8C6F9C.jpg%2Ffe87_201_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
137,아황주,"23,000",500ml,약주,17,1,3,3,1,명란젓,"찹쌀, 멥쌀, 누룩, 정제수",최행숙전통주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013033514144_YTUSKJLX5.jpg%2Ffe87_291_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
138,애석,"30,000",500ml,약주,15,2,1,2,2,"녹두전, 해물잡채","국내산쌀, 누룩, 정제수",농업회사법인 (주)두루,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726154845662_OVK3Q32T5.jpg%2Ffe87_373_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
139,연천 연주,"15,000",500ml,약주,12,2,4,3,2,"수육, 육회, 해물전","쌀(국내산), 누룩, 정제수",농업회사법인 연천양조(주),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824205734849_7W9GPDDFC.jpg%2Ffe87_521_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
140,오메기 맑은술,"25,000",500ml,약주,16,1,5,3,1,나물 무침,"좁쌀, 햅쌀, 정제수, 누룩",제주고소리술익는집,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181012220825589_4UD7IOS8F.jpg%2Ffe87_249_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
141,오메기술,"13,000",375ml,약주,13,2,2,3,1,"고사리 무침, 전","백미(국내산), 차조(국내산), 입국(국내산), 누룩, 효모",제주샘주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126164709399_T69T4D0CF.jpg%2Ffe115_35_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
142,원조 한산소곡주,"12,000",750ml,약주,16,3,1,2,4,모시떡,"찹쌀(36%), 누룩(3%)",원조소곡주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726140724282_YP1WXS9LP.jpg%2Ffe87_331_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
143,유기농 이도 42,"42,000",750ml,약주,42,3,3,2,3,"연어회, 해산물","유기농쌀 (100%), 정제수, 증류원액, 국, 조제종국, 효모 등",조은술 세종,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170112174958210_LN6IJYND7.jpg%2Ffe87_002_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
144,이상헌 약주,"45,000",500ml,약주,18,3,3,3,3,"조개탕, 꼬막무침","아산쌀, 국(국내산 밀누룩), 정제수",이가수불,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726181948647_PXZPZ5FQA.jpg%2Ffe87_425_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
145,정고집 나주배 약주 9%,"18,000",500ml,약주,9,4,2,2,3,한우 수육,"쌀, 쌀가루(국내산), 배착즙액(나주산), 정제효소제, 종국, 젖산, 효모",남도탁주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726165358423_791OWYJ0H.jpg%2Ffe87_394_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
146,조선주조사,"4,000",300ml,약주,14,3,3,3,2,"김치찌개, 된장찌개","쌀(국내산), 입국, 누룩, 주정, 정제수",농업회사법인 우포의아침(주),https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824193247816_8Y995EFJ7.jpg%2Ffe87_489_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
147,지리산 강쇠,"2,500",375ml,약주,13,2,2,4,1,감자탕,"정제수, 쌀, 누룩, 오가피, 산수유, 오미자, 정백당 ,구연산, 정제효소, 야관문",농업회사법인(유)술소리,https://dbscthumb-phinf.pstatic.net/4776_000_1/20170522191719813_L3VMMVLR6.JPG/fe87_188_i1.JPG?type=m251&wm=Y,4
148,천비향 오양주 약주,"40,000",500ml,약주,16,2,2,3,1,소고기 구이,"국내산 쌀, 누룩",좋은술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013043057555_V5928PX5N.jpg%2Ffe87_299_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
149,천안연미주,"5,000",375ml,약주,13,2,3,2,4,기름진 음식,국내산 쌀,입장주조㈜,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522212440188_6ZAD5HS6S.JPG%2Ffe87_208_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
150,청명주,"23,000",500ml,약주,17,4,4,4,3,"민물 매운탕, 보쌈",국내산 쌀,중원당,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20181015103553540_RYFTUJ2CL.jpg%2Ffe87_230_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
151,청명주 750,"36,000",750ml,약주,17,4,4,4,2,"민물고기 매운탕, 수육, 보쌈","국내산 찹쌀, 누룩, 소맥분",중원당,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20181015103453534_1803I9PQY.jpg%2Ffe87_229_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
152,청양둔송구기주,"12,000",700ml,약주,16,3,1,4,1,양념된 고기,"쌀, 누룩, 구기자, 감초, 두충껍질",청양둔송구기주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522160021743_QV1BJ63NG.JPG%2Ffe87_158_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
153,풍정사계,"35,000",500ml,약주,18,4,1,3,1,중국음식,"국내산찹살, 향온곡",화양,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170524153220342_2CQL4W1U1.jpg%2Ffe87_219_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
154,풍정사계 춘(春),"30,000",500ml,약주,15,2,1,3,1,불고기,"찹쌀, 향온곡",화양,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522222554203_SMLWR2A4O.JPG%2Ffe87_216_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
155,한산소곡주(생주),"12,000",750ml,약주,16,4,1,4,1,,"찹쌀, 누룩, 백미, 정제수",한산소곡주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522134919916_VHYNC80WS.jpg%2Ffe87_134_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
156,해파랑,"10,000",375ml,약주,13,3,1,3,1,삼계탕,"쌀(국내산), 해방풍(국내산), 계량누룩, 젖산, 이소말토올리고당, 정제수",영덕주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726175641859_BF9U671OQ.jpg%2Ffe87_417_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
157,황진이주,"3,500",375ml,약주,13,3,2,3,1,한우 구이,"국내산 오미자, 국내산 산수유",농업회사법인(유)술소리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126161457164_Z8J67YK11.jpg%2Ffe115_22_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
158,고소리술,"25,000",375ml,증류주,40,2,0,3,3,생선회,"제주산 좁쌀53%, 국내산 쌀 47%",제주샘주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F5628_000_1%2F20181126164747829_O077A1JEA.jpg%2Ffe115_36_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
159,도문대작 생막걸리,"2,000",750ml,증류주,10,1,3,2,3,갈비찜,"강릉 쌀, 누룩, 갯방풍나물, 정제수",방풍도가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013031757149_ZARUEP4U6.jpg%2Ffe87_289_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
160,마셔블랑,"20,000",750ml,증류주,12,3,3,2,3,샐러드,"감귤과즙, 백설탕, 액상효모, 무수아황산",시트러스,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726162745855_W8FTSXZ1K.jpg%2Ffe87_386_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
161,미르,"18,000",375ml,증류주,25,2,0,3,1,삼겹살,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170116183811505_7PS7QO4BZ.jpg%2Ffe87_101_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
162,미르 40,"23,000",375ml,증류주,40,1,0,4,0,흰살 생선회,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170112174944783_LIGF9O86H.jpg%2Ffe87_001_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,4
163,병영소주,"59,400",700ml,증류주,40,3,0,2,3,명란젓,"정제수, 보리증류식 소주원액",병영주조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113195350934_1HYPL52K5.jpg%2Ffe87_026_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
164,"진심홍삼인삼주 38%, 19%","3,000",375ml,증류주,19,3,1,2,1,문어숙회,"국내산 쌀, 국내산 지초",(농)㈜태평주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522210701643_VAUMYEIOK.jpg%2Ffe87_205_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
165,타미앙스,"50,000",500ml,증류주,40,1,0,2,2,옥돔구이,"국내산 쌀, 국내산 한약재",추성고을,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113194355075_O4LHIF090.jpg%2Ffe87_022_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
166,청세주,"4,000",375ml,청세주,18,3,1,2,1,삼겹살,국내산 쌀,병영주조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170116183356119_DD8DLHQU1.jpg%2Ffe87_095_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
167,1000억 유산균 막걸리,"3,200",750ml,탁주,5,3,5,3,5,"보쌈, 족발","국내산쌀, 누룩",국순당,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824211745693_5GX8P72WC.png%2Ffe87_528_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
168,1932 새싹땅콩 햅쌀막걸리,"15,000",500ml,탁주,6,2,2,1,3,디저트(케이크)/ 고기(돼지 갈비),"새싹땅콩+고시히카리 쌀, 새싹땅콩+진도산 흑미",1932포천일동막걸리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170529155654649_UCG6KNQ0X.jpg%2Ffe87_112_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
169,1932 새싹땅콩 흑미막걸리,"15,000",500ml,탁주,6,3,1,2,1,디저트(케이크)/ 고기(돼지 갈비),"새싹땅콩+고시히카리 쌀, 새싹땅콩+진도산 흑미",1932포천일동막걸리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170529155654649_UCG6KNQ0X.jpg%2Ffe87_112_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
170,가평 잣 막걸리,"1,450",750ml,탁주,6,2,2,3,3,반찬,"쌀, 정제수, 쌀입국, 잣, 효모, 정제효소",가평우리술,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170112175112768_WMICP3MQF.jpg%2Ffe87_008_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
171,강화 생 고향 막걸리,"1,200",750ml,탁주,6,3,2.5,3,2.5,,국내산 쌀,찬우물,https://dbscthumb-phinf.pstatic.net/3002_000_1/20140522145933938_6L8DHOHDY.jpg/105_d1.jpg?type=m251&wm=Y,3
172,강화고향인삼막걸리,"4,000",750ml,탁주,6,3,2.5,3,1,,"국내산쌀90%, 국내산인삼10%",찬우물,https://dbscthumb-phinf.pstatic.net/3002_000_1/20140522145522740_XXKKSS6YV.jpg/86_d1.jpg?type=m251&wm=Y,4
173,걍즐겨,"6,000",600ml,탁주,8,3,4,3,3,안주 없이 즐김,"멥쌀,찹쌀,누룩,프렌치세종,석류,히비스커스",디오케이브루어리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824200514070_BKRPRP92K.jpg%2Ffe87_502_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
174,구름을 벗삼아,"1,500",750ml,탁주,6,3,3,3,3,가리비,"정제수, 찹쌀·백미(국내산햅쌀 100%), 입국",문경주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113200854803_A2QJ493XH.jpg%2Ffe87_058_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
175,구암대추막걸리,"2,500",1000ml,탁주,6,3,2.5,3,1,,"쌀, 대추",구암농산,https://dbscthumb-phinf.pstatic.net/3002_000_1/20140522145531527_2OFXVK0FG.jpg/318_d1.jpg?type=m251&wm=Y,4
176,국순당 2010 첫술,"4,200",750ml,탁주,7,3,2.5,3,3,,쌀,국순당,https://dbscthumb-phinf.pstatic.net/3002_000_1/20140522150004005_1NMJFOU1B.jpg/556_d1.jpg?type=m251&wm=Y,3
177,금정산성막걸리,"1,900",750ml,탁주,8,1,3,3,2,흑염소 불고기,"백미, 밀(누룩), 정제수",금정산성 토산주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522132458060_MR30GE50S.jpg%2Ffe87_130_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
178,기다림 16,"11,000",750ml,탁주,9,2,4,3,2,동래파전,"국내산 찹쌀, 국내산 흑미, 곡자, 정제수",제이케이크래프트,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726165930816_TPPKTIPLO.png%2Ffe87_396_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
179,기다림 25,"9,900",750ml,탁주,8,2,4,2,2,매운 잡채,"국내산 백미, 국내산 찹쌀, 곡자, 정제수",제이케이크래프트,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726170210672_OLP5HWC02.jpg%2Ffe87_397_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
180,기다림 34,"15,000",500ml,탁주,12,3,3,3,3,산미가 기름진 음식,"국내산 멥쌀, 국내산 찹쌀, 곡자, 정제수",제이케이크래프트,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726170454374_BVF9FZXK1.png%2Ffe87_398_i1.png%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
181,김포 막걸리,"1,200",750ml,탁주,6,2,2,1,3,파전,"쌀, 누룩, 정제수",김포양조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013051043394_5YRGMJIQ0.jpg%2Ffe87_305_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
182,까메오 막걸리,"5,000",550ml,탁주,6,3,1,2,2,샐러드,"정제수, 쌀, 효모, 누룩, 과당 등",낙천,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113202036157_D85TUP60H.jpg%2Ffe87_077_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
183,나루 생 막걸리 11.5도,"11,000",500ml,탁주,11.5,4,1,5,1,생크림 케익,"정제수, 쌀(국내산), 국, 효모(밀함유)",한강주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824183256418_PHFGJWZZM.jpg%2Ffe87_468_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
184,나루 생 막걸리 6도,"7,000",935ml,탁주,6,3,3,2,2,기름진 고기,"정제수, 쌀(국내산), 국, 효모(밀함유)",한강주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200924202918773_GJOA57KJ4.JPG%2Ffe87_467_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
185,느린마을 막걸리,"2,300",750ml,탁주,6,3,1,2,3,새우 소금구이,"쌀, 국, 효모, 정제수",배상면주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113200951463_G4PWRXCHN.jpg%2Ffe87_060_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
186,다랭이팜 유자 막걸리,"4,000",750ml,탁주,6,1,5,2,2,아구포,"정제수, 유기농7분도쌀, 친환경유자원액, 혼합제과 누룩",농업회사법인 주식회사 다랭이팜,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113200429110_0QMCRE5XX.jpg%2Ffe87_051_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
187,담은,"15,000",750ml,탁주,6.5,3,1,2,1,스테이크,"정제수, 쌀(국내산), 입국, 효모, 기타과당, 정제효소제",포천일동막걸리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170529155848705_IVXGASJ7V.jpg%2Ffe87_110_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
188,대대포 막걸리,"2,500",750ml,탁주,6,3.5,2.5,2.5,2.5,,쌀,담양죽향도가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824164916599_K7O8T2N7R.jpg%2Ffe87_431_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
189,대잎 생동동주 (단종),"2,500",1700ml,탁주,6,1,2,2,3,죽순무침,"국내산 쌀, 좁쌀, 정제효소, 젖산, 효모, 아스파탐, 영지, 생각, 정제수",죽향도가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824170124806_RYRD8T46O.jpg%2Ffe87_434_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
190,대포막걸리,"1,500",425ml,탁주,7,4,2,3,1,,국내산 쌀,배상면주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824164916599_K7O8T2N7R.jpg%2Ffe87_431_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,4
191,도구 막걸리,"15,000",750ml,탁주,6,2,2,3,3,생선 조림,"밀(외국산), 쌀(국내산, 외국산), 물엿, 효모, 조제종국, 정제효소제, 아스파탐, 젖산",동해명주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726155803330_N6EPZA7RB.jpg%2Ffe87_376_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
192,도깨비술 11%,"12,000",750ml,탁주,11,4,4,5,3,"마늘 정식, 쏘가리 매운탕, 메기 매운탕, 나물 요리","정제수, 쌀, 국,효모",도깨비양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824205047515_ZVA72BP7U.jpg%2Ffe87_518_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
193,도깨비술 7,"8,000",750ml,탁주,7,3,3,3,4,"마늘 정식, 매운탕, 곤드레밥","국내산 멥쌀, 누룩, 효모, 정제수",도깨비양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824204640852_C4CXQBPL5.jpg%2Ffe87_516_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
194,도깨비술 9,"10,000",750ml,탁주,9,3,3,4,3,"쏘가리 매운탕, 메기 매운탕, 마늘 정식","국내산 멥쌀, 누룩, 효모, 정제수",도깨비양조장,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_3%2F20200824204828925_RXKYGO42E.jpg%2Ffe87_517_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
195,동정춘,"18,000",500ml,탁주,8,4,3,3,2,"갈비찜, 단맛이 약간 있는 음식","쌀, 누룩, 정제수",농업회사법인㈜산수,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20181013052411973_EG8HA2DG2.jpg%2Ffe87_307_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,3
196,동해동동주,"15,000",750ml,탁주,6,2,1,2,3,문어 숙회,쌀100%(포항쌀),동해명주,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20190726160143977_DOW26BS1Y.jpg%2Ffe87_377_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,2
197,두유노 (단종),"6,000",600ml,탁주,6,2,3,3,3,"피자, 치킨, 떡볶이","국내산 찹쌀, 국내산 멥쌀, 누룩, 밀가루",디오케이브루어리,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824200953084_BMV9XL4TH.jpg%2Ffe87_504_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,1
198,만강에 비친 달,"12,000",500ml,탁주,10,2,3,3,3,찌개,"홍천쌀, 단호박, 곡자(밀누룩)",예술주조,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170113200354565_70DEY1IM5.jpg%2Ffe87_049_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=10,1
199,맑은내일 발효막걸리,"2,200",750ml,탁주,7,3,3,4,3,"함박 스테이크, 파스타","쌀(국내산), 누룩, 효소, 아스파탐, 정제수",우포의 아침,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_2%2F20200824192033822_GA7GGL0IM.jpg%2Ffe87_486_i1.jpg%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,3
200,매실 막걸리,"3,500",750ml,탁주,7,3,2,1,1,더덕구이,"쌀, 매실과즙",백운주가,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4776_000_1%2F20170522180121096_8XKUN4IHD.JPG%2Ffe87_177_i1.JPG%3Ftype%3Dw450_fst_n%22&twidth=226&theight=226&opts=17,2
201,매실탁테일,"3,500",375ml,탁주,7,3.5,3.5,3.5,1,,"국내산 백미, 매실천연과즙",배혜정도가,https://dbscthumb-phinf.pstatic.net/3002_000_1/20140522153717952_OF4RIJTIL.jpg/691_1_2_d1.jpg?type=m251&wm=Y,4
